_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
771566,547,323,Spiritual Java,Bill Johnson,Destiny Image Publishers,9780768432855,2010.0,10,256.0,Spiritual Java,"Bill Johnson,Kris Vallotton,Kevin Dedmon,Beni Johnson,Danny Silk,Banning Liebscher",Destiny Image,,2010.0,10.0,258.0
776113,550,716,Test Automation using Selenium WebDriver with Java: Step by Step Guide,Mr Navneesh Garg,Test Automation Using Selenium with Java,9780992293512,2014.0,12,406.0,Test Automation Using Selenium Webdriver with Java: Step by Step Guide,Navneesh Garg,Test Automation Using Selenium with Java,9780992293512.0,2014.0,12.0,406.0
779359,552,1670,"Programming: Computer Programming for Beginners: Learn the Basics of Java, SQL & C++ - 2. Edition",Joseph Connor,CreateSpace Publishing,9781518662584,2015.0,8,156.0,"Programming: Computer Programming for Beginners: Learn the Basics of Java, SQL & C++ - 2. Edition (Coding, C Programming, Java Programming, SQL Programming, JavaScript, Python, PHP)",Joseph Connor,,,2015.0,8.0,154.0
780311,553,415,Starting Out with Java: From Control Structures through Objects / Edition 6,Tony Gaddis,Pearson,9780133957051,2015.0,3,1224.0,Starting Out with Java: From Control Structures Through Data Structures,"Tony Gaddis,Godfrey Muganda",Addison-Wesley Professional,9780321545862.0,2011.0,3.0,1392.0
780402,553,584,Starting Out with Java: From Control Structures through Objects / Edition 6,Tony Gaddis,Pearson,9780133957051,2015.0,3,1224.0,Starting Out with Java: From Control Structures Through Objects,Tony Gaddis,Pearson Education,9780132855839.0,2012.0,2.0,1127.0
780562,553,923,Starting Out with Java: From Control Structures through Objects / Edition 6,Tony Gaddis,Pearson,9780133957051,2015.0,3,1224.0,Starting Out with Java: From Control Structures Through Objects [With CDROM],Tony Gaddis,Addison Wesley Publishing Company,9780321479273.0,2007.0,1.0,987.0
780890,553,1659,Starting Out with Java: From Control Structures through Objects / Edition 6,Tony Gaddis,Pearson,9780133957051,2015.0,3,1224.0,Starting Out with Java: From Control Structures through Data Structures,"Tony Gaddis,Godfrey Muganda",Addison Wesley,9780321421029.0,2006.0,8.0,1319.0
783850,555,6,Core Java Volume I--Fundamentals / Edition 10,Cay S. Horstmann,Prentice Hall,9780134177304,2016.0,1,1040.0,"Core Java 2, Volume I--Fundamentals (Core Series)","Cay S. Horstmann,Gary Cornell",Prentice Hall,9780131482029.0,2004.0,8.0,784.0
785852,556,227,Introduction to Programming in Java: An Interdisciplinary Approach / Edition 1,"Kevin Wayne,Robert Sedgewick",Pearson,9780321498052,2007.0,7,736.0,Introduction to Programming in Java: An Interdisciplinary Approach,Robert Sedgewick,Addison Wesley Longman,9780321498052.0,2007.0,8.0,723.0
787730,557,472,Object-Oriented Data Structures Using Java / Edition 3,"Nell Dale,Daniel T. Joyce,Chip Weems",Jones & Bartlett Learning,9781449613549,2011.0,2,802.0,Object-Oriented Data Structures Using Java,Nell Dale,Jones & Bartlett Publishers,9781449613549.0,2011.0,2.0,799.0
793304,561,880,Introduction to Computing and Programming with Java: A Multimedia Approach / Edition 1,"Mark J. Guzdial,Barbara Ericson",Pearson,9780131496989,2006.0,4,592.0,Introduction to Computing and Programming with Java: A Multimedia Approach,Mark Guzdial,Prentice Hall,9780131496989.0,2006.0,4.0,
795061,562,601,Data Abstraction and Problem Solving with Java: Walls and Mirrors / Edition 3,"Janet Prichard,Frank M. Carrano",Pearson,9780132122306,2010.0,11,960.0,Data Abstraction & Problem Solving with Java: Walls and Mirrors,"Janet Prichard,Frank Carrano",Addison Wesley Longman,9780132122306.0,2010.0,10.0,935.0
797035,564,583,OCP: Oracle Certified Professional Java SE 8 Programmer II Study Guide: Exam 1Z0-809 / Edition 1,"Jeanne Boyarsky,Scott Selikoff",Wiley,9781119067900,2015.0,12,720.0,OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808,"Jeanne Boyarsky,Scott Selikoff",Sybex,9781118957400.0,2014.0,12.0,432.0
800059,566,132,"Java in 21 Days, Sams Teach Yourself (Covering Java 8) / Edition 7",Rogers Cadenhead,Sams,9780672337109,2016.0,1,720.0,"Java in 24 Hours, Sams Teach Yourself (Covering Java 8)",Rogers Cadenhead,Sams,9780672337024.0,2014.0,5.0,448.0
800535,566,1060,"Java in 21 Days, Sams Teach Yourself (Covering Java 8) / Edition 7",Rogers Cadenhead,Sams,9780672337109,2016.0,1,720.0,"Java in 21 Days, Sams Teach Yourself (Covering Java 8)",Rogers Cadenhead,Sams Publishing,9780672337109.0,2016.0,1.0,720.0
802116,567,422,Data Structures and Other Objects Using Java / Edition 4,Michael Main,Pearson,9780132576246,2011.0,11,848.0,Data Structures and Other Objects Using Java (3rd Edition),Michael Main,Addison Wesley,9780321375254.0,2005.0,10.0,832.0
802568,567,1364,Data Structures and Other Objects Using Java / Edition 4,Michael Main,Pearson,9780132576246,2011.0,11,848.0,Data Structures & Other Objects Using Java,Michael Main,Addison Wesley Longman,9780201357448.0,1998.0,10.0,768.0
802781,567,1879,Data Structures and Other Objects Using Java / Edition 4,Michael Main,Pearson,9780132576246,2011.0,11,848.0,Data Structures and Other Objects Using Java,Michael Main,Pearson Educacion,9780132911504.0,2011.0,10.0,848.0
807189,570,557,Java Software Structures: Designing and Using Data Structures / Edition 4,"John Lewis,Joseph Chase",Pearson,9780133250121,2013.0,3,576.0,Java Software Structures: Designing and Using Data Structures,John   Lewis,Addison Wesley Longman,9780321245847.0,,,
810266,573,176,Java Programming / Edition 8,Joyce Farrell,Cengage Learning,9781285856919,2015.0,1,976.0,Java Programming,Joyce Farrell,Course Technology,9781285081953.0,2013.0,1.0,1084.0
810282,573,217,Java Programming / Edition 8,Joyce Farrell,Cengage Learning,9781285856919,2015.0,1,976.0,Java Programming,Joyce Farrell,Course Technology,9781423901280.0,2007.0,2.0,811.0
816139,577,618,Starting Out with Java: Early Objects / Edition 5,Tony Gaddis,Pearson,9780133776744,2014.0,3,1232.0,Starting Out with Java: Early Objects [With Access Code],Tony Gaddis,Addison Wesley Longman,9780132164764.0,2010.0,12.0,1094.0
817681,578,7,Big Java: Late Objects / Edition 1,Cay S. Horstmann,Wiley,9781118087886,2012.0,2,1056.0,Big Java: Late Objects,Cay S. Horstmann,Wiley,9781118087886.0,2012.0,2.0,1056.0
819129,579,723,Elements of Programming Interviews in Java,Adnan Aziz,CreateSpace Publishing,9781517671273,2015.0,10,492.0,Elements of Programming Interviews in Java: The Insiders' Guide,"Adnan Aziz,Tsung-Hsien Lee,Amit Prakash",Createspace Independent Publishing Platform,9781517435806.0,2015.0,9.0,544.0
820197,580,79,Building Java Programs: A Back to Basics Approach / Edition 4,"Marty Stepp,Stuart Reges",Pearson,9780134322766,2016.0,2,1224.0,Building Java Programs: A Back to Basics Approach,Stuart Reges,Addison Wesley,9780321382832.0,2007.0,2.0,896.0
822131,581,369,OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808,"Jeanne Boyarsky,Scott Selikoff",Wiley,9781118957400,2014.0,12,432.0,"Oracle Certified Associate, Java Se 7 Programmer Study Guide",Richard M. Reese,Packt Publishing,9781849687324.0,2012.0,8.0,332.0
822198,581,583,OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808,"Jeanne Boyarsky,Scott Selikoff",Wiley,9781118957400,2014.0,12,432.0,OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808,"Jeanne Boyarsky,Scott Selikoff",Sybex,9781118957400.0,2014.0,12.0,432.0
825145,585,332,South by Java Head,Alistair MacLean,HarperCollins Publishers,9780007289431,2008.0,9,448.0,South by Java Head,Alistair MacLean,Harper,9780006172482.0,2008.0,5.0,
828993,588,135,Java Programming for Android Developers For Dummies,Barry Burd,Wiley,9781118504383,2013.0,11,456.0,Java Programming for Android Developers for Dummies,Barry Burd,For Dummies,9781118504383.0,2013.0,11.0,434.0
830532,589,1092,Oracle Certified Master Java Enterprise Architect Java EE 7: Certification Guide,B V Kumar,Apress,9781430250012,2017.0,1,700.0,Oracle Certified Master Java Enterprise Architect Java Ee 7: Certification Guide,B.V. Kumar,Apress,9781430250012.0,2015.0,2.0,700.0
830548,589,1147,Oracle Certified Master Java Enterprise Architect Java EE 7: Certification Guide,B V Kumar,Apress,9781430250012,2017.0,1,700.0,Oracle Certified Master Java Enterprise Architect Jee 5: Certification Guide,Amritendu De,Apress,9781430247586.0,2013.0,3.0,350.0
831586,590,286,"Core Java, Volume II--Advanced Features / Edition 10",Cay S. Horstmann,Prentice Hall,9780134177298,2016.0,12,1040.0,"Core Java, Volume II--Advanced Features","Cay S. Horstmann,Gary Cornell",Prentice Hall,9780131118263.0,,,1002.0
834574,592,156,Murach's Java Programming / Edition 4,Joel Murach,"Murach, Mike & Associates, Inc.",9781890774653,2011.0,11,836.0,Murach's Java Programming,Joel Murach,Mike Murach & Associates,9781890774653.0,2011.0,11.0,836.0
837647,594,5,Java: An Introduction to Problem Solving and Programming / Edition 7,Walter Savitch,Pearson,9780133766264,2014.0,3,1024.0,Java: An Introduction to Problem Solving and Programming,Walter J. Savitch,Prentice Hall,9780131492028.0,2004.0,12.0,1060.0
837876,594,404,Java: An Introduction to Problem Solving and Programming / Edition 7,Walter Savitch,Pearson,9780133766264,2014.0,3,1024.0,Introduction to Programming with Java: A Problem Solving Approach,"John Dean,Raymond Dean",McGraw-Hill Science/Engineering/Math,9780073047027.0,2007.0,12.0,816.0
839735,595,723,Elements of Programming Interviews in Java: The Insiders' Guide,"Adnan Aziz,Tsung-Hsien Lee,Amit Prakash",CreateSpace Publishing,9781517435806,2015.0,9,544.0,Elements of Programming Interviews in Java: The Insiders' Guide,"Adnan Aziz,Tsung-Hsien Lee,Amit Prakash",Createspace Independent Publishing Platform,9781517435806.0,2015.0,9.0,544.0
840899,596,261,Java The Complete Reference 9/E / Edition 9,Herbert Schildt,McGraw-Hill Professional Publishing,9780071808552,2014.0,4,1312.0,Java 2: The Complete Reference,"Patrick Naughton,Herbert Schildt",Osborne Publishing,9780072119763.0,1999.0,3.0,1108.0
840901,596,263,Java The Complete Reference 9/E / Edition 9,Herbert Schildt,McGraw-Hill Professional Publishing,9780071808552,2014.0,4,1312.0,Java 7: The Complete Reference,Herbert Schildt,McGraw-Hill/Osborne Media,9780071606301.0,2011.0,7.0,1116.0
840925,596,300,Java The Complete Reference 9/E / Edition 9,Herbert Schildt,McGraw-Hill Professional Publishing,9780071808552,2014.0,4,1312.0,Java 2: The Complete Reference,"Herbert Schildt,Herb Schildt",McGraw-Hill/Osborne Media,9780072224207.0,2002.0,8.0,1184.0
841259,596,961,Java The Complete Reference 9/E / Edition 9,Herbert Schildt,McGraw-Hill Professional Publishing,9780071808552,2014.0,4,1312.0,Java: The Complete Reference,"Patrick Naughton,Herbert Schildt",Osborne Publishing,9780078822315.0,1996.0,12.0,886.0
844581,598,118,Data Structures and Problem Solving Using Java / Edition 4,Mark A. Weiss,Pearson,9780321541406,2009.0,10,1024.0,Data Structures and Problem Solving Using Java,Mark Allen Weiss,Addison Wesley Publishing Company,9780201549911.0,1997.0,10.0,779.0
844877,598,642,Data Structures and Problem Solving Using Java / Edition 4,Mark A. Weiss,Pearson,9780321541406,2009.0,10,1024.0,Data Structures & Problem Solving Using Java,Mark Allen Weiss,Addison Wesley Longman,9780321541406.0,2009.0,10.0,985.0
850376,601,336,Head First Java,"Kathy Sierra,Bert Bates","O'Reilly Media, Incorporated",9780596009205,2005.0,2,720.0,Head First Java,"Kathy Sierra,Bert Bates",O'Reilly Media,9780596009205.0,2005.0,2.0,688.0
852249,602,315,"Intro to Java Programming, Comprehensive Version / Edition 10",Y. Daniel Liang,Pearson,9780133761313,2014.0,1,1344.0,Introduction to Java Programming: Comprehensive Version,Y. Daniel Liang,Prentice Hall,9780132221580.0,2006.0,6.0,1301.0
861958,607,1522,Natural Language Processing with Java,Richard Reese,Packt Publishing,9781784391799,2015.0,3,262.0,Natural Language Processing with Java (Community Experience Distilled),Richard M. Reese,Packt Publishing,,2015.0,3.0,262.0
863022,608,994,Professional Java XML Programming with Servlets and JSP,"MYERS,Alexander Nakhimovsky",Apress,9781861002853,1999.0,12,772.0,Professional Java XML Programming with Servlets and JSP,"Sasha Nakhimovksy,Tom Myers,Sasha Nakhimovksy",Wrox Press,9781861002853.0,1999.0,12.0,772.0
864280,609,592,Java Data Objects,"Robin Roos,Robin M. Roos",Pearson Education,9780321123800,2002.0,10,244.0,Java Data Objects,"David   Jordan,Craig    Russell,Craig Russell",O'Reilly Media,9780596002763.0,2003.0,4.0,382.0
864321,609,690,Java Data Objects,"Robin Roos,Robin M. Roos",Pearson Education,9780321123800,2002.0,10,244.0,Java Data Objects,Robin M. Roos,Addison-Wesley Professional,9780321123800.0,2002.0,10.0,244.0
864420,609,889,Java Data Objects,"Robin Roos,Robin M. Roos",Pearson Education,9780321123800,2002.0,10,244.0,Core Java Data Objects,Sameer Tyagi,Prentice Hall,9780131407312.0,2003.0,9.0,576.0
868273,611,1771,Java Time! for Women,Anne Johns,"Genesis Communications, Incorporated",9781581690965,2002.0,7,176.0,Java Time! for Women,Anne Johns,Evergreen Press (AL),9781581690965.0,2002.0,7.0,176.0
870894,613,113,Java 7: A Beginner's Tutorial,Budi Kurniawan,BrainySoftware,9780980839616,2011.0,10,700.0,Java 7: A Beginner's Tutorial,Budi Kurniawan,BrainySoftware,9780980839616.0,2011.0,10.0,716.0
871123,613,492,Java 7: A Beginner's Tutorial,Budi Kurniawan,BrainySoftware,9780980839616,2011.0,10,700.0,Java: A Beginner's Tutorial,Budi Kurniawan,Brainy Software,9780980839609.0,2010.0,8.0,0.0
871447,613,1184,Java 7: A Beginner's Tutorial,Budi Kurniawan,BrainySoftware,9780980839616,2011.0,10,700.0,Java 5: A Beginner's Tutorial,Budi Kurniawan,BrainySoftware,9780975212851.0,2006.0,4.0,656.0
872801,614,321,Java Persistence with MyBatis 3,K. Siva Prasad Reddy,Packt Publishing Pvt. Ltd.,9781782166818,2013.0,6,0.0,Java Persistence with Hibernate,"Christian Bauer,Gavin King,Linda DeMichiel",Manning Publications,9781932394887.0,2006.0,12.0,841.0
872924,614,714,Java Persistence with MyBatis 3,K. Siva Prasad Reddy,Packt Publishing Pvt. Ltd.,9781782166818,2013.0,6,0.0,Java Persistence with Mybatis 3,K. Siva Prasad Reddy,Packt Publishing,9781299688612.0,2014.0,5.0,133.0
872997,614,915,Java Persistence with MyBatis 3,K. Siva Prasad Reddy,Packt Publishing Pvt. Ltd.,9781782166818,2013.0,6,0.0,Java Persistence with Jpa,Daoqi Yang,Outskirts Press,9781432755850.0,2010.0,3.0,390.0
874037,615,343,Beginning Java 5 Game Programming,Jonathan S. Harbour,Cengage Learning,9781598631500,2006.0,4,352.0,Beginning Java SE 6 Game Programming,Jonathan S. Harbour,Course Technology,9781435458086.0,2011.0,1.0,369.0
875454,616,451,Core Java Foundation Classes,"Kim Topley,Gary Cornell,Cay S. Horstmann",Pearson Education,9780130803016,1998.0,7,1300.0,Core Java Foundation Classes,"Kim Topley,Gary Cornell,Cay S. Horstmann",Prentice Hall,9780130803016.0,1998.0,7.0,1300.0
885466,623,72,"Java Network Programming, Second Edition / Edition 2","Merlin Hughes,Conrad Hughes,Maria Winslow,Michael Shoffner,Derek Hamner","O'Reilly Media, Incorporated",9781884777493,1999.0,5,830.0,"Java Network Programming, 2nd Edition","Merlin Hughes,Conrad Hughes,Maria Winslow,Michael Shoffner,Derek Hamner",Manning Publications,9781884777493.0,1999.0,5.0,830.0
887108,624,1411,Java Manual of Style,Nathan Gurewich,Ziff-Davis Press,9781562764081,1996.0,3,192.0,Java Manual of Style,"Nathan Gurewich,Ori Gurewich",Ziff-Davis Press,9781562764081.0,1996.0,4.0,170.0
891084,627,1388,Performance In Java And Bali,B. Uk Arps,Taylor & Francis,9780728602175,1993.0,12,260.0,Performance in Java and Bali,Bernard Arps,Taylor & Francis,9780728602175.0,1993.0,12.0,260.0
892776,628,981,Java Studio by Example,"Lynn Weaver,Leslie Robertson",Prentice Hall Professional Technical Reference,9780138995195,1998.0,8,448.0,Java 2 by Example,Geoff Friesen,Que,9780789722669.0,1999.0,12.0,544.0
894483,629,602,"Java by Dissection: The Essentials of Java Programming, JavaPlace Edition / Edition 1","Ira Pohl,Charlie McDowell,Charlie McDowell",Pearson,9780201751581,2001.0,6,509.0,Java by Dissection: The Essentials of Java Programming,"Ira Pohl,Charlie McDowell",Addison Wesley Publishing Company,9780201612486.0,2000.0,1.0,
895036,629,1840,"Java by Dissection: The Essentials of Java Programming, JavaPlace Edition / Edition 1","Ira Pohl,Charlie McDowell,Charlie McDowell",Pearson,9780201751581,2001.0,6,509.0,Java by Dissection: The Essentials of Java Programming [With On to C Book],Ira Pohl,Addison Wesley Publishing Company,9780201751581.0,2001.0,6.0,509.0
896138,630,201,An Introduction to Object-Oriented Programming with Java Olc BI-Card / Edition 3,C. Thomas Wu (Otani),"McGraw-Hill Companies, The",9780072921953,2003.0,6,800.0,An Introduction to Object-Oriented Programming with Java,C. Thomas Wu,McGraw-Hill Companies,9780072396843.0,2000.0,1.0,863.0
896422,630,735,An Introduction to Object-Oriented Programming with Java Olc BI-Card / Edition 3,C. Thomas Wu (Otani),"McGraw-Hill Companies, The",9780072921953,2003.0,6,800.0,A Comprehensive Introduction to Object-Oriented Programming with Java,C. Thomas Wu,McGraw-Hill Higher Education,9780073317083.0,2007.0,2.0,1189.0
896427,630,742,An Introduction to Object-Oriented Programming with Java Olc BI-Card / Edition 3,C. Thomas Wu (Otani),"McGraw-Hill Companies, The",9780072921953,2003.0,6,800.0,Object-Oriented Programming with Java: An Introduction,David Barnes,Prentice Hall,9780130869005.0,2000.0,1.0,1028.0
897947,631,69,Java I/O,Elliotte Rusty Harold,"O'Reilly Media, Incorporated",9780596527501,2006.0,5,728.0,Java I/O,Elliote Rusty Harold,O'Reilly Media,9780596527501.0,2006.0,5.0,700.0
900208,632,764,Image Processing in Java,"Douglas A. Lyon,Douglas A. Lyons",Prentice Hall Professional Technical Reference,9780139745775,1999.0,3,574.0,Image Processing In Java,Douglas A. Lyon,,9780139745775.0,,,
904542,635,1305,"Java: The Ultimate Guide to Learn Java and C++ (Programming, Java, Database, Java for dummies, coding books, C programming, c plus plus, programming for beginners)","Peter Hoffman,Java Programming",CreateSpace Publishing,9781523470815,2016.0,2,104.0,"Java: The Ultimate Guide to Learn Java and SQL Programming (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Stephen Hoffman",Createspace Independent Publishing Platform,9781523390359.0,2016.0,2.0,84.0
904629,635,1552,"Java: The Ultimate Guide to Learn Java and C++ (Programming, Java, Database, Java for dummies, coding books, C programming, c plus plus, programming for beginners)","Peter Hoffman,Java Programming",CreateSpace Publishing,9781523470815,2016.0,2,104.0,"Java: The Ultimate Guide to Learn Java Programming Fast (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Java for dummies,Java Programming",Createspace Independent Publishing Platform,9781523251773.0,2016.0,1.0,46.0
