ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
Building Parsers With Java,Steven John Metsker,Addison-Wesley,9.7802E+12,2001,3,400,Building Parsers with Java(tm) [With CD],Steven John Metsker,Addison-Wesley Professional,9.7802E+12,2001,4,400
"JAVA for Beginner's Crash Course: Java for Beginners Guide to Program Java, jQuery, & Java Programming",Quick Start Guides,CreateSpace Publishing,9.78152E+12,2015,12,140,"Java for Beginner's Crash Course: Java for Beginners Guide to Program Java, Jquery, & Java Programming",Quick Start Guides,Createspace Independent Publishing Platform,9.78152E+12,2015,12,140
Practical Liferay: Java-based Portal Applications Development / Edition 1,Poornachandra Sarang,Apress,9.78143E+12,2009,5,384,Practical Liferay: Java-Based Portal Applications Development,Poornachandra Sarang,Apress,9.78143E+12,2009,5,354
Java 3d Programming,Daniel Selman,"O'Reilly Media, Incorporated",9.78193E+12,2002,1,400,Java 3D Programming,Daniel Selman,Manning Publications,9.78193E+12,2002,1,400
Fundamentals Of Computer Science Using Java / Edition 1,David Hughes,Jones & Bartlett Learning,9.78076E+12,2002,1,525,Fundamentals Of Computer Science Using Java,David Hughes,Jones & Bartlett Publishers,9.78076E+12,2002,1,525
Java Servlet and JSP Cookbook,"Bruce W. Perry,Brett McLaughlin","O'Reilly Media, Incorporated",9.7806E+12,2004,1,748,Java Servlet & JSP Cookbook,Bruce W. Perry,O'Reilly Media,9.7806E+12,2004,1,748
Beginning Java Web Services,"Apress,Sean Rhody,Meeraj Kunnumpurath,Andre Tost,Sean Rody",Apress,9.78186E+12,2002,9,450,Beginning Java Web Services,"Andre Tost,Meeraj Kunnumpurath,Sean Rhody",Wrox Press,9.78186E+12,2002,9,490
QuickTime Java: A developer's Notebook,Chris Adamson,"O'Reilly Media, Incorporated",9.7806E+12,2005,1,256,QuickTime for Java: A Developer's Notebook: A Developer's Notebook,Chris Adamson,O'Reilly Media,9.7806E+12,2005,1,256
Google App Engine Java And Gwt Application Development,"Daniel Guermeur,Amy Unruh",Packt Publishing,9.78185E+12,2010,11,480,Google App Engine Java and GWT Application Development,"Daniel Guermeur,A. Unruh",Packt Publishing,9.78185E+12,2010,11,480
Agile Java: Crafting Code with Test-Driven Development / Edition 1,Jeff Langr,Prentice Hall,9.78013E+12,2005,2,792,Agile Java: Crafting Code with Test-Driven Development,Jeff Langr,Prentice Hall PTR,9.78013E+12,2005,2,752
Next Generation Java Testing: TestNG and Advanced Concepts / Edition 1,"Cedric Beust,Hani Suleiman",Addison-Wesley,9.78032E+12,2007,10,483,Next Generation Java Testing: TestNG and Advanced Concepts,"Cedric Beust,Hani Suleiman",Addison-Wesley Professional,9.78032E+12,2007,11,482
Eclipse Web Tools Platform: Developing Java Web Applications,Naci Dai,Pearson Education,9.78013E+12,2007,5,752,Eclipse Web Tools Platform: Developing Java Web Applications,"Naci Dai,Arthur Ryman",Addison-Wesley Professional,9.78032E+12,2007,5,724
Developing Mainframe Java Applications,Lou Marco,Wiley,9.78047E+12,2001,7,448,Developing Mainframe Java Applications,Lou Marco,John Wiley & Sons,9.78047E+12,2001,8,464
Java Man,Harris Gray,HarrisGray,9.78099E+12,2013,10,340,Java Man,Harris Gray,Harrisgray,9.78099E+12,2013,11,340
An Introduction to Programming and Object-Oriented Design Using Java / Edition 3,Jaime Nino,Wiley,9.78047E+12,2008,2,1040,An Introduction to Programming and Object-Oriented Design Using Java,"Jaime Nino,Frederick A. Hosch",John Wiley & Sons,9.78047E+12,2008,1,1009
Definitive Guide to Swing for Java 2,John Zukowski,Apress,9.78189E+12,2000,11,890,Definitive Guide to Swing for Java 2,John Zukowski,Apress,9.78189E+12,2000,11,890
Java Ee 5 Development Using Glassfish Application Server,David Heffelfinger,Packt Publishing,9.78185E+12,2007,9,424,Java Ee 5 Development Using Glassfish Application Server,David Heffelfinger,Packt Publishing,9.78185E+12,2007,9,424
Java 6 New Features,Budi Kurniawan,BrainySoftware,9.78098E+12,2006,10,320,Java 6 New Features,Budi Kurniawan,BrainySoftware,9.78098E+12,2006,10,320
Mac OS X for Java Geeks,Will Iverson,"O'Reilly Media, Incorporated",9.7806E+12,2003,4,304,Mac OS X for Java Geeks,Will Iverson,O'Reilly Media,9.7806E+12,2003,5,296
Java Security Handbook,"Jamie Jaworski,Venkata S. Chaganti,Venkata S. Chaganti,Paul J. Perrone,Paul J. Perrone",Sams,9.78067E+12,2000,9,534,Java Security Handbook,"Jamie Jaworski,Paul Perrone",Sams,9.78067E+12,2000,9,552
Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9.78076E+12,2001,10,408,Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies,Jim Keogh,For Dummies,9.78076E+12,2001,10,408
The Java EE 6 Tutorial: Advanced Topics,Eric Jendrock,Pearson Education,9.78014E+12,2013,1,560,The Java Ee 6 Tutorial: Advanced Topics,"Eric Jendrock,Ricardo Cervera-Navarro,Ian Evans,Devika Gollapudi,Kim Haase,William Markito,Chinmayee Srivathsa",Addison-Wesley Professional,9.78014E+12,2012,12,560
Introduction to Java Programming: Fundamentals First (Core Version) / Edition 6,Y. Daniel Liang,Prentice Hall,9.78013E+12,2006,7,704,Introduction to Java Programming: Fundamentals First,Y. Daniel Liang,Prentice Hall,9.78013E+12,2006,6,678
Beginning Database-Driven Application Development in Java EE: Using GlassFish,Yuli Vasiliev,Apress,9.78143E+12,2008,9,400,Beginning Database-Driven Application Development in Java EE: Using GlassFish,Yuli Vasiliev,Apress,9.78143E+12,2008,9,409
Data Structures and Abstractions with Java / Edition 2,"Frank Carrano,Walter Savitch",Prentice Hall,9.78013E+12,2006,8,1024,Data Structures and Abstractions with Java,"Frank M. Carrano,Walter J. Savitch",Prentice Hall,9.78013E+12,2006,8,998
Java SE 7 Programming Essentials,Michael Ernest,Wiley,9.78112E+12,2012,11,336,Java SE 7 Programming Essentials,Michael Ernest,Sybex,9.78112E+12,2012,11,314
Principles of Database Systems with Internet and Java Applications / Edition 1,"Gregory Riccardi,Greg Riccardi",Pearson,9.7802E+12,2000,7,518,Principles of Database Systems with Internet and Java Applications,Greg Riccardi,Addison-Wesley,9.7802E+12,2000,8,518
Data Structures in Java: From Abstract Data Types to the Java Collections Framework / Edition 1,Simon Gray,Pearson,9.78032E+12,2006,11,688,Data Structures in Java: From Abstract Data Types to the Java Collections Framework,Simon Gray,Addison Wesley Publishing Company,9.78032E+12,2006,10,658
Java Programming 10-Minute Solutions,Mark Watson,Wiley,9.78078E+12,2004,2,332,Java Programming 10-Minute Solutions,Mark   Watson,Sybex,9.78078E+12,2004,2,318
Java: First Contact / Edition 2,"Roger Garside,John Mariani",Cengage Learning,9.78185E+12,1997,10,660,Java: First Contact,"Roger Garside,John Mariani",Course Technology,9.78185E+12,1997,9,660
Java Programming: Introductory / Edition 1,Joyce Farrell,Cengage Learning,9.78076E+12,1998,10,319,Java Programming: Introductory,Joyce Farrell,Course Technology,9.78076E+12,1998,10,319
Java Developer's Reference,"Mike Cohn,Coh,Tom Trinko,Dan Joshi,Michael T. Nygard",Sams,9.78158E+12,1996,9,1296,Java Developer's Reference: With CDROM,"Mike Cohn,Michael Morrison,Michael T. Nygard,Dan Joshi,Tom Trinko",Sams,9.78158E+12,1996,10,1258
Java Threads and the Concurrency Utilities,JEFF FRIESEN,Apress,9.78148E+12,2015,11,200,Java Threads and the Concurrency Utilities,Jeff Friesen,Apress,9.78148E+12,2015,11,200
Programming with Java,"Barry Holmes,Holmes",Jones & Barlett Learning,9.78076E+12,1998,4,608,Programming with Java,Barry Holmes,Jones & Bartlett Publishers,9.78076E+12,1998,1,587
Pure Java 2,Kenneth Litwak,Sams,9.78067E+12,1999,12,790,Pure Java 2 (Pure),Kenneth Litwak,Sams,9.78067E+12,1999,12,816
Java Precisely,Peter Sestoft,MIT Press,9.78026E+12,2002,6,128,Java Precisely,Peter Sestoft,MIT Press (MA),9.78026E+12,2002,6,118
Essential Java Style : Patterns for Implementation,"Jeff Langr,Jeff Lnagr",Pearson Education,9.78013E+12,1999,8,277,Essential Java Style: Patterns for Implementation,Jeff Langr,Prentice Hall PTR,9.78013E+12,1999,8,277
Java Tutorial for the Real World,Yakov Fain,"Smart Data Processing, Incorporated",9.78097E+12,2002,8,304,The Java Tutorial for the Real World,Yakov Fain,"Smart Data Processing, Inc.",9.78097E+12,2002,8,304
The Java Programming Language / Edition 4,"Ken Arnold,James Gosling,David Holmes",Addison-Wesley,9.78032E+12,2005,9,912,The Java Programming Language,"Ken Arnold,James Gosling,David Holmes",Addison-Wesley,9.78032E+12,2005,8,891
A Guide to Programming in Java: For Java SE 5 and Java SE 6,Beth Brown,"Lawrenceville Press, Incorporated",9.78158E+12,2007,3,528,A Guide to Programming in Java: For Java Se 5 and Java Se 6,Beth        Brown,"Lawrenceville Press, Inc.",9.78158E+12,2007,1,400
Undocumented Secrets of MATLAB-Java Programming,Yair M. Altman,Taylor & Francis,9.78144E+12,2011,12,701,Undocumented Secrets of MATLAB-Java Programming,Yair M. Altman,CRC Press,9.78144E+12,2011,12,701
Intelligence Unleashed: Creating LEGO NXT Robots with Java,Brian Bagnall,Variant Press,9.78099E+12,2011,9,524,LEGO NXT Robots Unleashed: Creating Intelligence with Java,Brian  Bagnall,Variant Press,9.78099E+12,2011,9,524
Tantric Temples: Eros and Magic in Java,Peter Levenda,"Nicolas-Hays, Incorporated",9.78089E+12,2011,11,1,Tantric Temples: Eros and Magic in Java,Peter Levenda,Ibis Press,9.78089E+12,2011,11,367
Object-Oriented Programming With Java / Edition 2,"Barry Holmes,Daniel T. Joyce",Jones & Bartlett Learning,9.78076E+12,2000,10,608,Object-Oriented Programming with Java,"Barry Holmes,Daniel T. Joyce",Jones & Bartlett Publishers,9.78076E+12,2000,10,608
Hacking Java: The Java Professional Resource Kit,"Mark Wutka,David Baker,David Boswell,Ken Cartwright,David Edgar Liebke",Que,9.78079E+12,1996,11,888,Hacking Java: The Professional's Resource Kit,"Que Corporation,David Baker,Mark Wutka,David  Boswell",Que,9.78079E+12,1996,11,852
Java Database Programming with JBBC,"Pratik Patel,Patel",Coriolis Group,9.78158E+12,1996,9,500,Java Database Programming with JDBC,Pratik Patel,Coriolis Group Books,9.78158E+12,1996,1,480
Java Server and Servlets: Building Portable Web Applications,"Peter Rossbach,Hendrik Schreiber",Pearson Education,9.7802E+12,2000,4,304,Java Server and Servlets: Building Portable Web Applications,Peter Robach,Addison-Wesley Professional,9.7802E+12,2000,3,448
J2EE / Java EE kompakt: Enterprise Java: Konzepte und Umfeld,"Arne Koschel,Stefan Fischer,Gerhard Wagner",Spektrum Akademischer Verlag,9.78383E+12,2006,7,132,J2EE/Java EE Kompakt: Enterprise Java: Konzepte Und Umfeld,"Arne Koschel,Stefan Fischer,Gerhard Wagner",Spektrum Akademischer Verlag,9.78383E+12,2006,7,132
Java Power Tools,John Ferguson Smart,"O'Reilly Media, Incorporated",9.7806E+12,2008,4,871,Java Power Tools,John  Smart,O'Reilly Media,9.7806E+12,2008,4,912
Java Power Tools,John Ferguson Smart,"O'Reilly Media, Incorporated",9.7806E+12,2008,4,871,Java Power Tools,John Ferguson Smart,O'Reilly Media,9.7806E+12,2008,4,910
Taming Java Threads,"Allen Holub,Allen Hollub",Apress,9.78189E+12,2000,6,300,Taming Java Threads,Allen I. Holub,Apress,9.78189E+12,2000,6,300
OSGi and Equinox: Creating Highly Modular Java Systems,"Jeff McAffer,Paul VanderLei,Simon Archer",Addison-Wesley,9.78032E+12,2010,2,475,Osgi and Equinox: Creating Highly Modular Java Systems,"Jeff McAffer,Paul VanderLei,Simon Archer",Addison-Wesley Professional,9.78032E+12,2010,2,509
Pro JPA 2: Mastering the Java Persistence API / Edition 1,"Mike Keith,Merrick Schincariol,Jeremy Keith",Apress,9.78143E+12,2009,12,500,Pro JPA 2: Mastering the Java Persistence API,"Mike Keith,Merrick Schincariol",Apress,9.78143E+12,2009,11,503
Pro JPA 2: Mastering the Java Persistence API / Edition 1,"Mike Keith,Merrick Schincariol,Jeremy Keith",Apress,9.78143E+12,2009,12,500,Pro JPA 2: Mastering the Java Persistence API,Merrick Schincariol,Apress L. P.,9.78143E+12,2009,12,0
Java Language Reference,Mark Grand,"O'Reilly Media, Incorporated",9.78157E+12,1997,1,464,Java Language Reference,Mark Grand,O'Reilly Media,9.78157E+12,1997,8,492
"Java for RPG Programmers, 2nd Edition","Phil Coulthard,George Farr",Mc Press,9.78193E+12,2002,11,800,Java for RPG Programmers,"Phil Coulthard,George Farr",Mc Press,9.78193E+12,2002,3,820
Java Web Magic (with CD-ROM),"Joseph T. Sinclair,Lee Callister",Macmillan Computer Publishing,9.78157E+12,1997,3,224,Java Web Magic with CD,Joseph T. Sinclair,Hayden Books,9.78157E+12,1997,1,256
Java Network Programming and Distributed Computing,David Reilly,Addison-Wesley,9.7802E+12,2002,3,464,Java Network Programming and Distributed Computing,"David Reilly,Michael Reilly",Addison-Wesley Professional,9.7802E+12,2002,4,496
Java 2 for the World Wide Web: Visual QuickStart Guide,Dori Smith,Pearson Education,9.7802E+12,2002,2,300,Java 2 for the World Wide Web: Visual QuickStart Guide,Dori Smith,Peachpit Press,9.7802E+12,2002,2,360
"Java for Business: Using Java to Win Customers, Cut Costs, and Drive Growth",Thomas Anderson,Wiley,9.78047E+12,1997,6,368,"Java for Business: Using Java to Win Customers, Cut Costs, and Drive Growth",Thomas Anderson,Van Nostrand Reinhold Company,9.78044E+12,1997,1,354
Java 8 Recipes,Josh Juneau,Apress,9.78143E+12,2014,9,640,Java 8 Recipes,Josh Juneau,Apress,9.78143E+12,2014,9,640
A Peaceful Jihad: Negotiating Identity and Modernity in Muslim Java,"R. Lukens-Bull,Robert Hefner",Palgrave Macmillan US,9.7814E+12,2005,5,176,A Peaceful Jihad: Negotiating Identity and Modernity in Muslim Java,Ronald Lukens-Bull,Palgrave Macmillan,9.7814E+12,2005,5,176
"Bali, Java in My Dreams","Christine Jordis,George Blanda,Sacha Jordis",Random House UK,9.78186E+12,2003,2,192,"Bali, Java, in My Dreams",Christine Jordis,Random House UK,9.78186E+12,2003,11,192
Java for Dummies Quick Reference,"Stephen D. Lockwood,Madhu Siddalingaiah","Wiley, John & Sons, Incorporated",9.78076E+12,1997,4,240,Java for Dummies Quick Reference,"Stephen D. Lockwood,Madhu Siddalingaiah",For Dummies,9.78076E+12,1997,5,224
Object-Oriented Software Design and Construction with Java / Edition 1,Dennis Kafura,Prentice Hall,9.78013E+12,2000,2,450,Object-Oriented Software Design and Construction with Java,Dennis Kafura,Prentice Hall,9.78013E+12,2000,2,656
Java Data Objects,"David Jordan,Craig Russell","O'Reilly Media, Incorporated",9.7806E+12,2003,4,382,Java Data Objects,"David   Jordan,Craig    Russell,Craig Russell",O'Reilly Media,9.7806E+12,2003,4,382
Java Design Patterns: A Tutorial / Edition 1,"James W. Cooper,James Cooper",Addison-Wesley,9.7802E+12,2000,4,352,Java Design Patterns: A Tutorial,James W. Cooper,Addison-Wesley Professional,9.7802E+12,2000,2,352
Alice in Action with Java? / Edition 1,Joel Adams,Cengage Learning,9.78142E+12,2007,1,640,Alice in Action with Java,Joel Adams,Course Technology,9.78142E+12,2007,1,616
Computer Graphics Using Java 2D and 3D / Edition 1,"Hong Zhang,Y. Daniel Liang",Pearson,9.78013E+12,2005,10,632,Computer Graphics Using Java 2D and 3D,Hong Zhang,Prentice Hall,9.78013E+12,2006,11,462
Programming With Java: A Multimedia Approach,Radhika S Grover,Jones & Bartlett Learning,9.78145E+12,2011,10,704,Programming with Java: A Multimedia Approach [With CDROM],Radhika S Grover,Jones & Bartlett Publishers,9.78145E+12,2011,10,698
Programming With Java: A Multimedia Approach,Radhika S Grover,Jones & Bartlett Learning,9.78145E+12,2011,10,704,Programming with Java: A Multimedia Approach,Radhika S Grover,Jones & Bartlett Publishers,9.78145E+12,2011,12,728
Data Structures Using Java / Edition 1,Moshe J. Augenstein,Pearson,9.78013E+12,2003,3,670,Data Structures Using Java,"Moshe J. Augenstein,Aaron M. Tenenbaum,Yedidyah Langsam",Pearson,9.78013E+12,2003,3,670
Batik: Fabled Cloth of Java,Inger McCabe Elliot,Tuttle Publishing,9.78146E+12,2013,1,240,Batik: Fabled Cloth of Java,"Inger McCabe Elliot,Brian Brake",Periplus Editions,,2013,1,240
Java Programming for Spatial Sciences,Jo Wood,Taylor & Francis,9.78042E+12,2002,5,336,Java Programming for Spatial Sciences,Jo Wood,CRC Press,9.78042E+12,2002,5,336
Introduction to Java / Edition 1,Stephen J. Chapman,Prentice Hall,9.78014E+12,1999,6,344,Introduction to Java,Stephen J. Chapman,Prentice Hall,9.78014E+12,1999,6,344
Essential Java for Scientists and Engineers,"Brian D. Hahn,Katherine M. Malan",Elsevier Science & Technology Books,9.78075E+12,2002,10,352,Essential Java for Scientists and Engineers,Brian D. Hahn,Butterworth-Heinemann,9.78075E+12,2002,6,338
The Java Class Libraries: An Annotated Reference / Edition 1,"Patrick Chan,Rosanna Lee",Addison-Wesley,9.7802E+12,1996,11,1696,The Java Class Libraries: An Annotated Reference,"Patrick Chan,Rosanna Lee",Addison Wesley Longman,9.7802E+12,1997,1,1660
"Schaum's Outline of Data Structures with Java, 2ed","John Hubbard,John R. Hubbard",McGraw-Hill Professional Publishing,9.78007E+12,2009,6,360,Schaum's Outline of Data Structures with Java,John Hubbard,McGraw-Hill,9.78007E+12,2009,6,333
Java Programming by Example,"Rajiv Sharma,Vivek Sharma,Vivek Sharma",Cambridge University Press,9.78052E+12,1998,11,446,Java Programming by Example,"Rajiv Sharma,Vivek Sharma",Cambridge University Press,9.78052E+12,1998,11,446
Inside Java Workshop 2.0,Lynn Weaver,Prentice Hall Professional Technical Reference,9.78014E+12,1997,11,432,Inside Java Workshop,Lynn Weaver,Prentice Hall,9.78014E+12,1997,4,350
An Introduction to Object-Oriented Programming with Java 2nd Edition / Edition 2,C. Thomas Wu,"McGraw-Hill Companies, The",9.78007E+12,2000,8,863,An Introduction to Object-Oriented Programming with Java,C. Thomas Wu,McGraw-Hill Companies,9.78007E+12,2000,1,863
Pragmatic Unit Testing: In Java with JUnit / Edition 1,"Andy Hunt,Dave Thomas","Pragmatic Programmers, LLC, The",9.78097E+12,2003,9,176,Pragmatic Unit Testing in Java with JUnit,"Andrew Hunt,Dave Thomas",Pragmatic Bookshelf,9.78097E+12,2003,9,176
Essential Java for Scientists and Engineers,"Brian Hahn,Katherine Malan,Katherine M. Malan",Elsevier Science,9.78075E+12,2003,4,356,Essential Java for Scientists and Engineers,Brian D. Hahn,Butterworth-Heinemann,9.78075E+12,2002,6,338
"Java 2 Platform, Enterprise Edition: Platform and Component Specifications","Bill Shannon,James Davidson,Mark Hapner,Larry Cable,Vlada Matena",Pearson Education,9.7802E+12,2000,5,800,"Java 2 Platform, Enterprise Edition: Platform and Component Specifications","Enterprise Team,Mark Hapner,Vlada Matena",Addison-Wesley Professional,9.7802E+12,2000,5,748
